,level_0,index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,Coordenadas,Locacion,road,city,county,state,country,country_code,industrial,town,isolated_dwelling,hamlet,postcode,building,neighbourhood,region,suburb,amenity,man_made,village,office,historic,aeroway,tourism,state_district,highway,Comuna,REGION,PROVINCIA,COMUNA,ComunaUpper,raw
13,13,430,-36.73771,-73.12281,313.34,0.38,0.36,2022-01-07,552,N,nominal,2.0NRT,289.76,1.18,N,"-36.73771,-73.12281","Avenida Juan Antonio Ríos, Libertad, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile",Avenida Juan Antonio Ríos,Talcahuano,Provincia de Concepción,Región del Biobío,Chile,cl,,,,,4261172,,Libertad,,,,,,,,,,,,Talcahuano,8.0,81.0,8110.0,TALCAHUANO,"{'place_id': 46585983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3975287816, 'lat': '-36.7254541', 'lon': '-73.1053603', 'display_name': 'El Morro, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile', 'address': {'neighbourhood': 'El Morro', 'city': 'Talcahuano', 'county': 'Provincia de Concepción', 'state': 'Región del Biobío', 'postcode': '4261172', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.7354541', '-36.7154541', '-73.1153603', '-73.0953603']}"
14,14,431,-36.74437,-73.12444,313.06,0.38,0.36,2022-01-07,552,N,nominal,2.0NRT,288.48,1.03,N,"-36.74437,-73.12444","Avenida Gran Bretaña, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile",Avenida Gran Bretaña,Talcahuano,Provincia de Concepción,Región del Biobío,Chile,cl,,,,,4261172,,,,,,,,,,,,,,Talcahuano,8.0,81.0,8110.0,TALCAHUANO,"{'place_id': 46585983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3975287816, 'lat': '-36.7254541', 'lon': '-73.1053603', 'display_name': 'El Morro, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile', 'address': {'neighbourhood': 'El Morro', 'city': 'Talcahuano', 'county': 'Provincia de Concepción', 'state': 'Región del Biobío', 'postcode': '4261172', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.7354541', '-36.7154541', '-73.1153603', '-73.0953603']}"
15,15,432,-36.747690000000006,-73.12524,309.4,0.38,0.36,2022-01-07,552,N,nominal,2.0NRT,287.58,1.03,N,"-36.747690000000006,-73.12524","Avenida Gran Bretaña, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile",Avenida Gran Bretaña,Talcahuano,Provincia de Concepción,Región del Biobío,Chile,cl,,,,,4261172,,,,,,,,,,,,,,Talcahuano,8.0,81.0,8110.0,TALCAHUANO,"{'place_id': 46585983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3975287816, 'lat': '-36.7254541', 'lon': '-73.1053603', 'display_name': 'El Morro, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile', 'address': {'neighbourhood': 'El Morro', 'city': 'Talcahuano', 'county': 'Provincia de Concepción', 'state': 'Región del Biobío', 'postcode': '4261172', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.7354541', '-36.7154541', '-73.1153603', '-73.0953603']}"
16,16,1331,-23.78518,-70.3209,302.4,0.39,0.36,2022-01-07,548,N,nominal,2.0NRT,284.48,1.07,N,"-23.78518,-70.3209","Ruta 5 Norte, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile",Ruta 5 Norte,Antofagasta,Provincia de Antofagasta,Región de Antofagasta,Chile,cl,,,,,,,,,,,,,,,,,,,Antofagasta,2.0,21.0,2101.0,ANTOFAGASTA,"{'place_id': 282607959, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1561898, 'lat': '-23.6463741', 'lon': '-70.3980033', 'display_name': 'Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile', 'address': {'city': 'Antofagasta', 'county': 'Provincia de Antofagasta', 'state': 'Región de Antofagasta', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-25.4019573', '-23.0584154', '-70.6286037', '-68.0670324']}"
17,17,1332,-23.821920000000002,-70.31504,334.73,0.39,0.36,2022-01-07,548,N,nominal,2.0NRT,288.97,4.29,N,"-23.821920000000002,-70.31504","Ruta 5 Norte, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile",Ruta 5 Norte,Antofagasta,Provincia de Antofagasta,Región de Antofagasta,Chile,cl,,,,,,,,,,,,,,,,,,,Antofagasta,2.0,21.0,2101.0,ANTOFAGASTA,"{'place_id': 282607959, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1561898, 'lat': '-23.6463741', 'lon': '-70.3980033', 'display_name': 'Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile', 'address': {'city': 'Antofagasta', 'county': 'Provincia de Antofagasta', 'state': 'Región de Antofagasta', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-25.4019573', '-23.0584154', '-70.6286037', '-68.0670324']}"
18,18,1333,-23.82464,-70.31949,320.55,0.39,0.36,2022-01-07,548,N,nominal,2.0NRT,288.86,2.98,N,"-23.82464,-70.31949","Ruta 5 Norte, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile",Ruta 5 Norte,Antofagasta,Provincia de Antofagasta,Región de Antofagasta,Chile,cl,,,,,,,,,,,,,,,,,,,Antofagasta,2.0,21.0,2101.0,ANTOFAGASTA,"{'place_id': 282607959, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1561898, 'lat': '-23.6463741', 'lon': '-70.3980033', 'display_name': 'Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile', 'address': {'city': 'Antofagasta', 'county': 'Provincia de Antofagasta', 'state': 'Región de Antofagasta', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-25.4019573', '-23.0584154', '-70.6286037', '-68.0670324']}"
19,19,1334,-23.82526,-70.31567,333.46,0.39,0.36,2022-01-07,548,N,nominal,2.0NRT,288.91,2.98,N,"-23.82526,-70.31567","Ruta 5 Norte, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile",Ruta 5 Norte,Antofagasta,Provincia de Antofagasta,Región de Antofagasta,Chile,cl,,,,,,,,,,,,,,,,,,,Antofagasta,2.0,21.0,2101.0,ANTOFAGASTA,"{'place_id': 282607959, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1561898, 'lat': '-23.6463741', 'lon': '-70.3980033', 'display_name': 'Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile', 'address': {'city': 'Antofagasta', 'county': 'Provincia de Antofagasta', 'state': 'Región de Antofagasta', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-25.4019573', '-23.0584154', '-70.6286037', '-68.0670324']}"
20,20,2837,-40.56326,-73.17389,326.16,0.53,0.5,2022-01-07,1810,N,low,2.0NRT,298.77,4.61,D,"-40.56326,-73.17389","Calle Chacarillas, V Centenario, Rahue, Osorno, Provincia de Osorno, Región de Los Lagos, 5690000, Chile",Calle Chacarillas,Osorno,Provincia de Osorno,Región de Los Lagos,Chile,cl,,,,,5690000,,V Centenario,,Rahue,,,,,,,,,,Osorno,10.0,103.0,10301.0,OSORNO,"{'place_id': 114834918, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 50996232, 'lat': '-40.61107000344344', 'lon': '-73.09097598929168', 'display_name': 'Cruce Ruta 5 (Osorno) - Nochaco - Ensenada, Las Quemas Bajas Norte, Osorno, Provincia de Osorno, Región de Los Lagos, 5290000, Chile', 'address': {'road': 'Cruce Ruta 5 (Osorno) - Nochaco - Ensenada', 'hamlet': 'Las Quemas Bajas Norte', 'city': 'Osorno', 'county': 'Provincia de Osorno', 'state': 'Región de Los Lagos', 'postcode': '5290000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-40.7082773', '-40.6007782', '-73.0954571', '-73.0128677']}"
21,21,2841,-39.4533,-72.76671999999999,327.9,0.49,0.49,2022-01-07,1813,N,low,2.0NRT,302.01,4.25,D,"-39.4533,-72.76671999999999","Catrico, VIlla Padre Hurtado, Lanco, Provincia de Valdivia, Región de Los Ríos, Chile",Catrico,,Provincia de Valdivia,Región de Los Ríos,Chile,cl,,Lanco,,,,,VIlla Padre Hurtado,,,,,,,,,,,,Lanco,14.0,141.0,14103.0,LANCO,"{'place_id': 271573365, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 901066321, 'lat': '-39.509431029472', 'lon': '-72.6203995939875', 'display_name': 'Aylin, Lanco, Provincia de Valdivia, Región de Los Ríos, Chile', 'address': {'hamlet': 'Aylin', 'town': 'Lanco', 'county': 'Provincia de Valdivia', 'state': 'Región de Los Ríos', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-39.5188289', '-39.5077428', '-72.6261509', '-72.5923212']}"
22,22,2845,-38.691390000000006,-72.54227,342.26,0.47,0.48,2022-01-07,1813,N,nominal,2.0NRT,302.41,3.41,D,"-38.691390000000006,-72.54227","Rosen, 04500, Avenida Rudecindo Ortega, Condominio Vista Golf, Temuco, Provincia de Cautín, Región de la Araucanía, 4790839, Chile",Avenida Rudecindo Ortega,Temuco,Provincia de Cautín,Región de la Araucanía,Chile,cl,,,,,4790839,,Condominio Vista Golf,,,,Rosen,,,,,,,,Temuco,9.0,91.0,9101.0,TEMUCO,"{'place_id': 233699326, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 664766350, 'lat': '-38.672692652123544', 'lon': '-72.6675047652725', 'display_name': 'Cruce S-20 - Pailal, Las Praderas, Comunidad José Coloma, Portal San Francisco, Temuco, Provincia de Cautín, Región de la Araucanía, 4800567, Chile', 'address': {'road': 'Cruce S-20 - Pailal', 'neighbourhood': 'Las Praderas', 'hamlet': 'Comunidad José Coloma', 'village': 'Portal San Francisco', 'city': 'Temuco', 'county': 'Provincia de Cautín', 'state': 'Región de la Araucanía', 'postcode': '4800567', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.6881174', '-38.6183713', '-72.6949365', '-72.6581061']}"
23,23,4671,-36.74821,-73.12736,345.78,0.48,0.48,2022-01-07,1813,N,nominal,2.0NRT,307.88,8.84,D,"-36.74821,-73.12736","Avenida Gran Bretaña, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile",Avenida Gran Bretaña,Talcahuano,Provincia de Concepción,Región del Biobío,Chile,cl,,,,,4261172,,,,,,,,,,,,,,Talcahuano,8.0,81.0,8110.0,TALCAHUANO,"{'place_id': 46585983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3975287816, 'lat': '-36.7254541', 'lon': '-73.1053603', 'display_name': 'El Morro, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile', 'address': {'neighbourhood': 'El Morro', 'city': 'Talcahuano', 'county': 'Provincia de Concepción', 'state': 'Región del Biobío', 'postcode': '4261172', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.7354541', '-36.7154541', '-73.1153603', '-73.0953603']}"
24,24,4672,-36.21046,-71.05388,336.31,0.56,0.43,2022-01-07,1813,N,low,2.0NRT,310.04,2.4,D,"-36.21046,-71.05388","Sendero a Laguna Quiriquina, Linares, Provincia de Linares, Región del Maule, Chile",Sendero a Laguna Quiriquina,Linares,Provincia de Linares,Región del Maule,Chile,cl,,,,,,,,,,,,,,,,,,,Linares,7.0,74.0,7401.0,LINARES,"{'place_id': 282416179, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 255309, 'lat': '-35.8452905', 'lon': '-71.5977173', 'display_name': 'Linares, Provincia de Linares, Región del Maule, Chile', 'address': {'city': 'Linares', 'county': 'Provincia de Linares', 'state': 'Región del Maule', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.2259063', '-35.7033336', '-71.7970023', '-71.0062783']}"
25,25,4706,-35.71192,-71.79651,342.38,0.4,0.44,2022-01-07,1813,N,low,2.0NRT,315.91,4.27,D,"-35.71192,-71.79651","Cruce L-32 (Melozal) - La Gotera, San Javier, Provincia de Linares, Región del Maule, Chile",Cruce L-32 (Melozal) - La Gotera,,Provincia de Linares,Región del Maule,Chile,cl,,San Javier,,,,,,,,,,,,,,,,,San Javier,7.0,74.0,7406.0,SAN JAVIER,"{'place_id': 282923791, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 541848, 'lat': '-35.5923933', 'lon': '-71.735308', 'display_name': 'San Javier, Provincia de Linares, Región del Maule, Chile', 'address': {'town': 'San Javier', 'county': 'Provincia de Linares', 'state': 'Región del Maule', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-35.8570769', '-35.4177069', '-72.1881851', '-71.579286']}"
