,level_0,index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,Coordenadas,Locacion,road,city,county,state,country,country_code,industrial,town,isolated_dwelling,hamlet,postcode,building,neighbourhood,region,suburb,amenity,man_made,village,office,historic,aeroway,tourism,state_district,highway,Comuna,REGION,PROVINCIA,COMUNA,ComunaUpper,raw
10,17,7202,-38.78455,-72.95706,347.39,0.41,0.37,2022-01-11,1836,N,nominal,2.0NRT,321.82,29.22,D,"-38.78455,-72.95706","Almagro - Puente Negro - Catripulli, Comunidad Llancahuito, Nueva Imperial, Provincia de Cautín, Región de la Araucanía, Chile",Almagro - Puente Negro - Catripulli,,Provincia de Cautín,Región de la Araucanía,Chile,cl,,Nueva Imperial,,Comunidad Llancahuito,,,,,,,,,,,,,,,Nueva Imperial,9.0,91.0,9111.0,NUEVA IMPERIAL,"{'place_id': 135980956, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 150126081, 'lat': '-38.75730173511219', 'lon': '-72.96839596355451', 'display_name': 'Nueva Imperial, Provincia de Cautín, Región de la Araucanía, Chile', 'address': {'town': 'Nueva Imperial', 'county': 'Provincia de Cautín', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.7665737', '-38.7533301', '-72.9714288', '-72.9607604']}"
11,18,7205,-38.671620000000004,-72.94556,345.14,0.41,0.37,2022-01-11,1836,N,nominal,2.0NRT,310.92,6.93,D,"-38.671620000000004,-72.94556","Comunidad Antivil, Nueva Imperial, Provincia de Cautín, Región de la Araucanía, Chile",,,Provincia de Cautín,Región de la Araucanía,Chile,cl,,Nueva Imperial,,Comunidad Antivil,,,,,,,,,,,,,,,Nueva Imperial,9.0,91.0,9111.0,NUEVA IMPERIAL,"{'place_id': 135980956, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 150126081, 'lat': '-38.75730173511219', 'lon': '-72.96839596355451', 'display_name': 'Nueva Imperial, Provincia de Cautín, Región de la Araucanía, Chile', 'address': {'town': 'Nueva Imperial', 'county': 'Provincia de Cautín', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.7665737', '-38.7533301', '-72.9714288', '-72.9607604']}"
12,19,7221,-38.20601,-72.11372,345.95,0.39,0.36,2022-01-11,1836,N,nominal,2.0NRT,305.81,5.66,D,"-38.20601,-72.11372","Inspector Fernández - Termas de Tolhuaca, Renacimiento, Victoria, Provincia de Malleco, Región de la Araucanía, Chile",Inspector Fernández - Termas de Tolhuaca,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Victoria,,Renacimiento,,,,,,,,,,,,,,,Victoria,9.0,92.0,9211.0,VICTORIA,"{'place_id': 106748023, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 25755547, 'lat': '-38.28101866639952', 'lon': '-72.23218527960503', 'display_name': 'San Francisco - Huillinlebu, Huillinlebu, Victoria, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'San Francisco - Huillinlebu', 'hamlet': 'Huillinlebu', 'town': 'Victoria', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.3216558', '-38.266091', '-72.2431755', '-72.1918221']}"
13,20,7222,-38.202009999999994,-72.10999,337.04,0.39,0.36,2022-01-11,1836,N,nominal,2.0NRT,304.88,5.3,D,"-38.202009999999994,-72.10999","Renacimiento, Victoria, Provincia de Malleco, Región de la Araucanía, Chile",,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Victoria,,Renacimiento,,,,,,,,,,,,,,,Victoria,9.0,92.0,9211.0,VICTORIA,"{'place_id': 106748023, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 25755547, 'lat': '-38.28101866639952', 'lon': '-72.23218527960503', 'display_name': 'San Francisco - Huillinlebu, Huillinlebu, Victoria, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'San Francisco - Huillinlebu', 'hamlet': 'Huillinlebu', 'town': 'Victoria', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.3216558', '-38.266091', '-72.2431755', '-72.1918221']}"
14,21,7223,-38.20265,-72.11449,340.3,0.39,0.36,2022-01-11,1836,N,nominal,2.0NRT,307.59,5.3,D,"-38.20265,-72.11449","Victoria, Provincia de Malleco, Región de la Araucanía, Chile",,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Victoria,,,,,,,,,,,,,,,,,Victoria,9.0,92.0,9211.0,VICTORIA,"{'place_id': 106748023, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 25755547, 'lat': '-38.28101866639952', 'lon': '-72.23218527960503', 'display_name': 'San Francisco - Huillinlebu, Huillinlebu, Victoria, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'San Francisco - Huillinlebu', 'hamlet': 'Huillinlebu', 'town': 'Victoria', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.3216558', '-38.266091', '-72.2431755', '-72.1918221']}"
15,22,7232,-37.89925,-72.6543,346.2,0.4,0.37,2022-01-11,1836,N,low,2.0NRT,321.09,4.4,D,"-37.89925,-72.6543","Huequén Alto, Angol, Provincia de Malleco, Región de la Araucanía, Chile",,Angol,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,Huequén Alto,,,,,,,,,,,,,,,Angol,9.0,92.0,9201.0,ANGOL,"{'place_id': 225305287, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 605146010, 'lat': '-37.768133168969435', 'lon': '-72.79563220598246', 'display_name': 'Angol - Vegas Blancas - Piedra del Águila, Angol, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'Angol - Vegas Blancas - Piedra del Águila', 'city': 'Angol', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.7979251', '-37.767495', '-72.860163', '-72.7678612']}"
16,23,7289,-36.74496,-73.12698,337.91,0.4,0.37,2022-01-11,1838,N,nominal,2.0NRT,308.17,3.8,D,"-36.74496,-73.12698","Avenida Gran Bretaña, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile",Avenida Gran Bretaña,Talcahuano,Provincia de Concepción,Región del Biobío,Chile,cl,,,,,4261172,,,,,,,,,,,,,,Talcahuano,8.0,81.0,8110.0,TALCAHUANO,"{'place_id': 46585983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3975287816, 'lat': '-36.7254541', 'lon': '-73.1053603', 'display_name': 'El Morro, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile', 'address': {'neighbourhood': 'El Morro', 'city': 'Talcahuano', 'county': 'Provincia de Concepción', 'state': 'Región del Biobío', 'postcode': '4261172', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.7354541', '-36.7154541', '-73.1153603', '-73.0953603']}"
17,24,7409,-34.29741,-70.82078,331.85,0.39,0.36,2022-01-11,1838,N,low,2.0NRT,304.02,2.05,D,"-34.29741,-70.82078","Cruce H-406 (los Lirios) - Cruce H-475 (San José de Piguchén), Pichiguao, Requínoa, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",Cruce H-406 (los Lirios) - Cruce H-475 (San José de Piguchén),,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,,Requínoa,,,,,,,,,,Pichiguao,,,,,,,Requínoa,6.0,61.0,6116.0,REQUÍNOA,"{'place_id': 282576914, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1665248, 'lat': '-34.2848586', 'lon': '-70.8175128', 'display_name': ""Requínoa, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Requínoa', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.4976958', '-34.208506', '-70.924214', '-70.4537138']}"
18,25,7413,-34.10438,-70.45640999999999,338.39,0.4,0.37,2022-01-11,1838,N,low,2.0NRT,309.13,3.54,D,"-34.10438,-70.45640999999999","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}"
19,26,7414,-34.105090000000004,-70.46068000000001,336.9,0.4,0.37,2022-01-11,1838,N,low,2.0NRT,309.11,3.54,D,"-34.105090000000004,-70.46068000000001","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}"
20,27,7430,-33.73675,-70.14627,338.35,0.41,0.37,2022-01-11,1838,N,low,2.0NRT,311.04,1.78,D,"-33.73675,-70.14627","Camino al Yeso, San José de Maipo, Provincia de Cordillera, Región Metropolitana de Santiago, Chile",Camino al Yeso,,Provincia de Cordillera,Región Metropolitana de Santiago,Chile,cl,,San José de Maipo,,,,,,,,,,,,,,,,,San José de Maipo,13.0,132.0,13203.0,SAN JOSÉ DE MAIPO,"{'place_id': 282592322, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 166556, 'lat': '-33.6403975', 'lon': '-70.3527845', 'display_name': 'San José de Maipo, Provincia de Cordillera, Región Metropolitana de Santiago, Chile', 'address': {'town': 'San José de Maipo', 'county': 'Provincia de Cordillera', 'state': 'Región Metropolitana de Santiago', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.292002', '-33.05201', '-70.5004485', '-69.7702335']}"
21,28,7496,-33.2952,-70.72731,342.01,0.4,0.37,2022-01-11,1838,N,nominal,2.0NRT,311.23,6.52,D,"-33.2952,-70.72731","Camino Coquimbo, Las Mercedes, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, 9391481, Chile",Camino Coquimbo,Colina,Provincia de Chacabuco,Región Metropolitana de Santiago,Chile,cl,,,,Las Mercedes,9391481,,,,,,,,,,,,,,Colina,13.0,133.0,13301.0,COLINA,"{'place_id': 282295424, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 164101, 'lat': '-33.202472', 'lon': '-70.6749147', 'display_name': 'Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile', 'address': {'city': 'Colina', 'county': 'Provincia de Chacabuco', 'state': 'Región Metropolitana de Santiago', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-33.34253', '-32.9421947', '-70.7920402', '-70.3725286']}"
22,29,7586,-32.803709999999995,-70.95269,339.86,0.4,0.37,2022-01-11,1838,N,nominal,2.0NRT,307.12,8.58,D,"-32.803709999999995,-70.95269","Caletera Autopista los Andes, Chagres, Catemu, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile",Caletera Autopista los Andes,,Provincia de San Felipe de Aconcagua,Región de Valparaíso,Chile,cl,,Catemu,,,,,Chagres,,,,,,,,,,,,Catemu,5.0,57.0,5702.0,CATEMU,"{'place_id': 49300305, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4270237368, 'lat': '-32.6946303', 'lon': '-70.9344539', 'display_name': 'Villa las Palmas, Los Cerrillos, Catemu, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile', 'address': {'neighbourhood': 'Villa las Palmas', 'village': 'Los Cerrillos', 'town': 'Catemu', 'county': 'Provincia de San Felipe de Aconcagua', 'state': 'Región de Valparaíso', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-32.7046303', '-32.6846303', '-70.9444539', '-70.9244539']}"
23,30,7863,-31.75592,-71.15711999999999,338.48,0.4,0.37,2022-01-11,1838,N,nominal,2.0NRT,307.7,10.62,D,"-31.75592,-71.15711999999999","Cruce Ruta 47 (Canelillo) - Las Palmas - Cruce E-35 (Pedegua), Sector: Canelillo - Límite Regional (Las Palmas), Villa Padre Alberto Hurtado, Limáhuida, Illapel, Provincia de Choapa, Región de Coquimbo, Chile","Cruce Ruta 47 (Canelillo) - Las Palmas - Cruce E-35 (Pedegua), Sector: Canelillo - Límite Regional (Las Palmas)",Illapel,Provincia de Choapa,Región de Coquimbo,Chile,cl,,,,Limáhuida,,,Villa Padre Alberto Hurtado,,,,,,,,,,,,Illapel,4.0,42.0,4201.0,ILLAPEL,"{'place_id': 282569345, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1591199, 'lat': '-31.6327015', 'lon': '-71.1683498', 'display_name': 'Illapel, Provincia de Choapa, Región de Coquimbo, 1930000, Chile', 'address': {'city': 'Illapel', 'county': 'Provincia de Choapa', 'state': 'Región de Coquimbo', 'postcode': '1930000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-31.9011756', '-31.2785467', '-71.3965365', '-70.527581']}"
24,31,7864,-31.75253,-71.15788,350.58,0.4,0.37,2022-01-11,1838,N,nominal,2.0NRT,310.44,10.62,D,"-31.75253,-71.15788","SR Limáhuida- Tahuinco, Villa Padre Alberto Hurtado, Limáhuida, Illapel, Provincia de Choapa, Región de Coquimbo, Chile",SR Limáhuida- Tahuinco,Illapel,Provincia de Choapa,Región de Coquimbo,Chile,cl,,,,Limáhuida,,,Villa Padre Alberto Hurtado,,,,,,,,,,,,Illapel,4.0,42.0,4201.0,ILLAPEL,"{'place_id': 282569345, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1591199, 'lat': '-31.6327015', 'lon': '-71.1683498', 'display_name': 'Illapel, Provincia de Choapa, Región de Coquimbo, 1930000, Chile', 'address': {'city': 'Illapel', 'county': 'Provincia de Choapa', 'state': 'Región de Coquimbo', 'postcode': '1930000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-31.9011756', '-31.2785467', '-71.3965365', '-70.527581']}"
25,32,8195,-29.14964,-70.87711,337.3,0.43,0.38,2022-01-11,1840,N,low,2.0NRT,310.44,3.7,D,"-29.14964,-70.87711","La Higuera, Provincia de Elqui, Región de Coquimbo, Chile",,,Provincia de Elqui,Región de Coquimbo,Chile,cl,,La Higuera,,,,,,,,,,,,,,,,,La Higuera,4.0,41.0,4104.0,LA HIGUERA,"{'place_id': 225591300, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 611217224, 'lat': '-29.377761', 'lon': '-70.901836', 'display_name': 'Cruce Ruta 5 (Punta Colorada) - Tres Cruces - Las Breas, Los Morros Poniente, Punta Colorada, La Higuera, Provincia de Elqui, Región de Coquimbo, Chile', 'address': {'road': 'Cruce Ruta 5 (Punta Colorada) - Tres Cruces - Las Breas', 'isolated_dwelling': 'Los Morros Poniente', 'village': 'Punta Colorada', 'town': 'La Higuera', 'county': 'Provincia de Elqui', 'state': 'Región de Coquimbo', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-29.4518601', '-29.3598316', '-71.0164135', '-70.7522509']}"
