,level_0,index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,Coordenadas,Locacion,road,city,county,state,country,country_code,industrial,town,isolated_dwelling,hamlet,postcode,building,neighbourhood,region,suburb,amenity,man_made,village,office,historic,aeroway,tourism,state_district,highway,Comuna,REGION,PROVINCIA,COMUNA,ComunaUpper,raw
10,12,5750,-40.56259,-73.17891999999999,326.52,0.6,0.71,2022-01-11,1743,1,low,2.0NRT,297.03,4.76,D,"-40.56259,-73.17891999999999","Luis Alberto Guzmán / Pichimpulli, Luis Alberto Guzmán, Villa Tierra Santa, Rahue, Osorno, Provincia de Osorno, Región de Los Lagos, 5690000, Chile",Luis Alberto Guzmán,Osorno,Provincia de Osorno,Región de Los Lagos,Chile,cl,,,,,5690000,,Villa Tierra Santa,,Rahue,,,,,,,,,Luis Alberto Guzmán / Pichimpulli,Osorno,10.0,103.0,10301.0,OSORNO,"{'place_id': 114834918, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 50996232, 'lat': '-40.61107000344344', 'lon': '-73.09097598929168', 'display_name': 'Cruce Ruta 5 (Osorno) - Nochaco - Ensenada, Las Quemas Bajas Norte, Osorno, Provincia de Osorno, Región de Los Lagos, 5290000, Chile', 'address': {'road': 'Cruce Ruta 5 (Osorno) - Nochaco - Ensenada', 'hamlet': 'Las Quemas Bajas Norte', 'city': 'Osorno', 'county': 'Provincia de Osorno', 'state': 'Región de Los Lagos', 'postcode': '5290000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-40.7082773', '-40.6007782', '-73.0954571', '-73.0128677']}"
11,13,5773,-37.576370000000004,-72.62377,336.61,0.54,0.68,2022-01-11,1743,1,nominal,2.0NRT,308.61,2.24,D,"-37.576370000000004,-72.62377","Santa Amelia, Negrete, Provincia de Bío-Bío, Región del Biobío, Chile",,,Provincia de Bío-Bío,Región del Biobío,Chile,cl,,Negrete,,Santa Amelia,,,,,,,,,,,,,,,Negrete,8.0,83.0,8307.0,NEGRETE,"{'place_id': 272614845, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 912989375, 'lat': '-37.60824659724727', 'lon': '-72.57420126134822', 'display_name': 'El Agro, Negrete, Provincia de Bío-Bío, Región del Biobío, 4540000, Chile', 'address': {'hamlet': 'El Agro', 'town': 'Negrete', 'county': 'Provincia de Bío-Bío', 'state': 'Región del Biobío', 'postcode': '4540000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.6082942', '-37.6075715', '-72.5845255', '-72.5732184']}"
12,14,5774,-37.57411,-72.62476,335.09,0.54,0.68,2022-01-11,1743,1,nominal,2.0NRT,308.53,3.19,D,"-37.57411,-72.62476","Santa Amelia, Negrete, Provincia de Bío-Bío, Región del Biobío, Chile",,,Provincia de Bío-Bío,Región del Biobío,Chile,cl,,Negrete,,Santa Amelia,,,,,,,,,,,,,,,Negrete,8.0,83.0,8307.0,NEGRETE,"{'place_id': 272614845, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 912989375, 'lat': '-37.60824659724727', 'lon': '-72.57420126134822', 'display_name': 'El Agro, Negrete, Provincia de Bío-Bío, Región del Biobío, 4540000, Chile', 'address': {'hamlet': 'El Agro', 'town': 'Negrete', 'county': 'Provincia de Bío-Bío', 'state': 'Región del Biobío', 'postcode': '4540000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.6082942', '-37.6075715', '-72.5845255', '-72.5732184']}"
13,15,5808,-35.839859999999994,-71.41969,331.88,0.45,0.63,2022-01-11,1745,1,nominal,2.0NRT,301.75,2.11,D,"-35.839859999999994,-71.41969","Los Colihues, Colbún, Provincia de Linares, Región del Maule, Chile",,Colbún,Provincia de Linares,Región del Maule,Chile,cl,,,,Los Colihues,,,,,,,,,,,,,,,Colbún,7.0,74.0,7402.0,COLBÚN,"{'place_id': 282347306, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 255307, 'lat': '-36.0570236', 'lon': '-70.8189120660133', 'display_name': 'Colbún, Provincia de Linares, Región del Maule, 3610000, Chile', 'address': {'city': 'Colbún', 'county': 'Provincia de Linares', 'state': 'Región del Maule', 'postcode': '3610000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.5057598', '-35.6066802', '-71.5182978', '-70.5699292']}"
14,16,5809,-35.83575,-71.42203,342.73,0.45,0.63,2022-01-11,1745,1,nominal,2.0NRT,299.14,5.26,D,"-35.83575,-71.42203","Cruce L-11 (La Unión) - El Melado, Capilla Palacios, San Francisco de Rari, Colbún, Provincia de Linares, Región del Maule, Chile",Cruce L-11 (La Unión) - El Melado,Colbún,Provincia de Linares,Región del Maule,Chile,cl,,,,Capilla Palacios,,,,,,,,San Francisco de Rari,,,,,,,Colbún,7.0,74.0,7402.0,COLBÚN,"{'place_id': 282347306, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 255307, 'lat': '-36.0570236', 'lon': '-70.8189120660133', 'display_name': 'Colbún, Provincia de Linares, Región del Maule, 3610000, Chile', 'address': {'city': 'Colbún', 'county': 'Provincia de Linares', 'state': 'Región del Maule', 'postcode': '3610000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.5057598', '-35.6066802', '-71.5182978', '-70.5699292']}"
15,17,5935,-35.06475,-71.47349,336.99,0.45,0.63,2022-01-11,1745,1,nominal,2.0NRT,300.37,2.28,D,"-35.06475,-71.47349","Villa San José, Santa María, Sagrada Familia, Provincia de Curicó, Región del Maule, Chile",,,Provincia de Curicó,Región del Maule,Chile,cl,,Sagrada Familia,,Villa San José,,,,,,,,Santa María,,,,,,,Sagrada Familia,7.0,73.0,7307.0,SAGRADA FAMILIA,"{'place_id': 471254, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 214184116, 'lat': '-35.0734097', 'lon': '-71.4753484', 'display_name': 'Santa María, Sagrada Familia, Provincia de Curicó, Región del Maule, Chile', 'address': {'village': 'Santa María', 'town': 'Sagrada Familia', 'county': 'Provincia de Curicó', 'state': 'Región del Maule', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-35.0934097', '-35.0534097', '-71.4953484', '-71.4553484']}"
16,18,6027,-34.10752,-70.45442,356.26,0.38,0.59,2022-01-11,1745,1,nominal,2.0NRT,300.72,8.81,D,"-34.10752,-70.45442","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}"
17,19,6028,-34.10778,-70.45886,353.91,0.38,0.59,2022-01-11,1745,1,nominal,2.0NRT,301.42,9.63,D,"-34.10778,-70.45886","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}"
18,20,6035,-34.10738,-70.45755,367.0,0.38,0.59,2022-01-11,1745,1,high,2.0NRT,303.17,11.92,D,"-34.10738,-70.45755","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}"
19,21,6108,-32.805170000000004,-70.95316,333.45,0.4,0.6,2022-01-11,1745,1,nominal,2.0NRT,298.52,3.87,D,"-32.805170000000004,-70.95316","Caletera Autopista los Andes, Chagres, Catemu, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile",Caletera Autopista los Andes,,Provincia de San Felipe de Aconcagua,Región de Valparaíso,Chile,cl,,Catemu,,,,,Chagres,,,,,,,,,,,,Catemu,5.0,57.0,5702.0,CATEMU,"{'place_id': 49300305, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4270237368, 'lat': '-32.6946303', 'lon': '-70.9344539', 'display_name': 'Villa las Palmas, Los Cerrillos, Catemu, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile', 'address': {'neighbourhood': 'Villa las Palmas', 'village': 'Los Cerrillos', 'town': 'Catemu', 'county': 'Provincia de San Felipe de Aconcagua', 'state': 'Región de Valparaíso', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-32.7046303', '-32.6846303', '-70.9444539', '-70.9244539']}"
20,22,6211,-31.91262,-70.84621,332.18,0.38,0.59,2022-01-11,1745,1,nominal,2.0NRT,301.6,1.54,D,"-31.91262,-70.84621","Quelén Alto Sur, Salamanca, Provincia de Choapa, Región de Coquimbo, Chile",,,Provincia de Choapa,Región de Coquimbo,Chile,cl,,Salamanca,,Quelén Alto Sur,,,,,,,,,,,,,,,Salamanca,4.0,42.0,4204.0,SALAMANCA,"{'place_id': 108617228, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 28380820, 'lat': '-31.891142756826902', 'lon': '-70.66216263861683', 'display_name': 'Cruce D-835 (La Higuera) - Los Portones, Tranquilla, Salamanca, Provincia de Choapa, Región de Coquimbo, Chile', 'address': {'road': 'Cruce D-835 (La Higuera) - Los Portones', 'village': 'Tranquilla', 'town': 'Salamanca', 'county': 'Provincia de Choapa', 'state': 'Región de Coquimbo', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-31.8929085', '-31.8830159', '-70.6773989', '-70.6339164']}"
21,23,6230,-31.75566,-71.15366,367.0,0.4,0.6,2022-01-11,1745,1,high,2.0NRT,297.89,11.88,D,"-31.75566,-71.15366","SR Limáhuida- Tahuinco, Villa Padre Alberto Hurtado, Limáhuida, Illapel, Provincia de Choapa, Región de Coquimbo, Chile",SR Limáhuida- Tahuinco,Illapel,Provincia de Choapa,Región de Coquimbo,Chile,cl,,,,Limáhuida,,,Villa Padre Alberto Hurtado,,,,,,,,,,,,Illapel,4.0,42.0,4201.0,ILLAPEL,"{'place_id': 282569345, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1591199, 'lat': '-31.6327015', 'lon': '-71.1683498', 'display_name': 'Illapel, Provincia de Choapa, Región de Coquimbo, 1930000, Chile', 'address': {'city': 'Illapel', 'county': 'Provincia de Choapa', 'state': 'Región de Coquimbo', 'postcode': '1930000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-31.9011756', '-31.2785467', '-71.3965365', '-70.527581']}"
22,24,6231,-31.75593,-71.15799,350.83,0.4,0.6,2022-01-11,1745,1,nominal,2.0NRT,300.36,11.88,D,"-31.75593,-71.15799","Cruce Ruta 47 (Canelillo) - Las Palmas - Cruce E-35 (Pedegua), Sector: Canelillo - Límite Regional (Las Palmas), Villa Padre Alberto Hurtado, Limáhuida, Illapel, Provincia de Choapa, Región de Coquimbo, Chile","Cruce Ruta 47 (Canelillo) - Las Palmas - Cruce E-35 (Pedegua), Sector: Canelillo - Límite Regional (Las Palmas)",Illapel,Provincia de Choapa,Región de Coquimbo,Chile,cl,,,,Limáhuida,,,Villa Padre Alberto Hurtado,,,,,,,,,,,,Illapel,4.0,42.0,4201.0,ILLAPEL,"{'place_id': 282569345, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1591199, 'lat': '-31.6327015', 'lon': '-71.1683498', 'display_name': 'Illapel, Provincia de Choapa, Región de Coquimbo, 1930000, Chile', 'address': {'city': 'Illapel', 'county': 'Provincia de Choapa', 'state': 'Región de Coquimbo', 'postcode': '1930000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-31.9011756', '-31.2785467', '-71.3965365', '-70.527581']}"
23,25,6239,-31.75708,-71.15557,335.48,0.4,0.6,2022-01-11,1745,1,nominal,2.0NRT,297.46,10.64,D,"-31.75708,-71.15557","Cruce Ruta 47 (Canelillo) - Las Palmas - Cruce E-35 (Pedegua), Sector: Canelillo - Límite Regional (Las Palmas), Villa Padre Alberto Hurtado, Limáhuida, Illapel, Provincia de Choapa, Región de Coquimbo, Chile","Cruce Ruta 47 (Canelillo) - Las Palmas - Cruce E-35 (Pedegua), Sector: Canelillo - Límite Regional (Las Palmas)",Illapel,Provincia de Choapa,Región de Coquimbo,Chile,cl,,,,Limáhuida,,,Villa Padre Alberto Hurtado,,,,,,,,,,,,Illapel,4.0,42.0,4201.0,ILLAPEL,"{'place_id': 282569345, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1591199, 'lat': '-31.6327015', 'lon': '-71.1683498', 'display_name': 'Illapel, Provincia de Choapa, Región de Coquimbo, 1930000, Chile', 'address': {'city': 'Illapel', 'county': 'Provincia de Choapa', 'state': 'Región de Coquimbo', 'postcode': '1930000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-31.9011756', '-31.2785467', '-71.3965365', '-70.527581']}"
24,26,6240,-31.7515,-71.15605,367.0,0.4,0.6,2022-01-11,1745,1,high,2.0NRT,298.2,10.64,D,"-31.7515,-71.15605","SR Limáhuida- Tahuinco, Villa Padre Alberto Hurtado, Limáhuida, Illapel, Provincia de Choapa, Región de Coquimbo, Chile",SR Limáhuida- Tahuinco,Illapel,Provincia de Choapa,Región de Coquimbo,Chile,cl,,,,Limáhuida,,,Villa Padre Alberto Hurtado,,,,,,,,,,,,Illapel,4.0,42.0,4201.0,ILLAPEL,"{'place_id': 282569345, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1591199, 'lat': '-31.6327015', 'lon': '-71.1683498', 'display_name': 'Illapel, Provincia de Choapa, Región de Coquimbo, 1930000, Chile', 'address': {'city': 'Illapel', 'county': 'Provincia de Choapa', 'state': 'Región de Coquimbo', 'postcode': '1930000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-31.9011756', '-31.2785467', '-71.3965365', '-70.527581']}"
